psgc_id,name,correspondence_code,geographic_level,old_names,city_class,income_classification,settlement_type,population,,barangay_status
1300000000,National Capital Region (NCR),130000000,Reg,,,,,"  13,484,462 ",,
1380100000,City of Caloocan,137501000,City,,HUC,1st,,"  1,661,584 ",,
1380200000,City of Las Piñas,137601000,City,,HUC,1st,,"  606,293 ",,
1380300000,City of Makati,137602000,City,,HUC,1st,,"  629,616 ",17/,
1380400000,City of Malabon,137502000,City,,HUC,1st,,"  380,522 ",,
1380500000,City of Mandaluyong,137401000,City,,HUC,1st,,"  425,758 ",,
1380600000,City of Manila,133900000,City,,HUC,1st,,"  1,846,513 ",,
1380601000,Tondo I/II,133901000,SubMun,,,,,"  654,220 ",,
1380602000,Binondo,133902000,SubMun,,,,,"  20,491 ",,
1380603000,Quiapo,133903000,SubMun,,,,,"  29,846 ",,
1380604000,San Nicolas,133904000,SubMun,,,,,"  42,957 ",,
1380605000,Santa Cruz,133905000,SubMun,,,,,"  126,735 ",,
1380606000,Sampaloc,133906000,SubMun,,,,,"  388,305 ",,
1380607000,San Miguel,133907000,SubMun,,,,,"  18,599 ",,
1380608000,Ermita,133908000,SubMun,,,,,"  19,189 ",,
1380609000,Intramuros,133909000,SubMun,,,,,"  6,103 ",,
1380610000,Malate,133910000,SubMun,,,,,"  99,257 ",,
1380611000,Paco,133911000,SubMun,,,,,"  79,839 ",,
1380612000,Pandacan,133912000,SubMun,,,,,"  84,769 ",,
1380613000,Port Area,133913000,SubMun,,,,,"  72,605 ",,
1380614000,Santa Ana,133914000,SubMun,,,,,"  203,598 ",,
1380700000,City of Marikina,137402000,City,,HUC,1st,,"  456,059 ",,
1380800000,City of Muntinlupa,137603000,City,,HUC,1st,,"  543,445 ",,
1380900000,City of Navotas,137503000,City,,HUC,1st,,"  247,543 ",,
1381000000,City of Parañaque,137604000,City,,HUC,1st,,"  689,992 ",,
1381100000,Pasay City,137605000,City,,HUC,1st,,"  440,656 ",,
1381200000,City of Pasig,137403000,City,,HUC,1st,,"  803,159 ",,
1381300000,Quezon City,137404000,City,,HUC,1st,,"  2,960,048 ",,
1381400000,City of San Juan,137405000,City,,HUC,1st,,"  126,347 ",,
1381500000,City of Taguig,137607000,City,,HUC,1st,,"  886,722 ",18/,
1381600000,City of Valenzuela,137504000,City,,HUC,1st,,"  714,978 ",,
1381701000,Pateros,137606000,Mun,,,1st,,"  65,227 ",,
1400000000,Cordillera Administrative Region (CAR),140000000,Reg,,,,,"  1,797,660 ",,
1400100000,Abra,140100000,Prov,,,1st,,"  250,985 ",,
1400101000,Bangued ,140101000,Mun,,,1st,,"  50,382 ",,Capital
1400102000,Boliney,140102000,Mun,,,3rd,,"  4,551 ",,
1400103000,Bucay,140103000,Mun,,,3rd,,"  17,953 ",,
1400104000,Bucloc,140104000,Mun,,,4th,,"  2,395 ",,
1400105000,Daguioman,140105000,Mun,,,4th,,"  2,019 ",,
1400106000,Danglas,140106000,Mun,,,3rd,,"  4,074 ",,
1400107000,Dolores,140107000,Mun,,,3rd,,"  11,512 ",,
1400108000,La Paz,140108000,Mun,,,4th,,"  16,493 ",,
1400109000,Lacub,140109000,Mun,,,2nd,,"  3,612 ",,
1400110000,Lagangilang,140110000,Mun,,,3rd,,"  14,914 ",,
1400111000,Lagayan,140111000,Mun,,,4th,,"  4,488 ",,
1400112000,Langiden,140112000,Mun,,,4th,,"  3,576 ",,
1400113000,Licuan-Baay,140113000,Mun,Licuan,,3rd,,"  4,566 ",,
1400114000,Luba,140114000,Mun,,,1st,,"  6,518 ",,
1400115000,Malibcong,140115000,Mun,,,3rd,,"  4,027 ",,
1400116000,Manabo,140116000,Mun,,,3rd,,"  11,611 ",,
1400117000,Peñarrubia,140117000,Mun,,,4th,,"  6,951 ",,
1400118000,Pidigan,140118000,Mun,,,3rd,,"  12,475 ",,
1400119000,Pilar,140119000,Mun,,,1st,,"  10,146 ",,
1400120000,Sallapadan,140120000,Mun,,,4th,,"  6,389 ",,
1400121000,San Isidro,140121000,Mun,,,2nd,,"  4,745 ",,
1400122000,San Juan,140122000,Mun,,,4th,,"  10,688 ",,
1400123000,San Quintin,140123000,Mun,,,3rd,,"  5,705 ",,
1400124000,Tayum,140124000,Mun,,,1st,,"  14,869 ",,
1400125000,Tineg,140125000,Mun,,,1st,,"  4,977 ",,
1400126000,Tubo,140126000,Mun,,,2nd,,"  5,674 ",,
1400127000,Villaviciosa,140127000,Mun,,,1st,,"  5,675 ",,
1401100000,Benguet,141100000,Prov,,,1st,,"  460,683 ",(excluding BAGUIO CITY) ,
1401101000,Atok,141101000,Mun,,,3rd,,"  19,218 ",,
1401103000,Bakun,141103000,Mun,,,3rd,,"  14,535 ",,
1401104000,Bokod,141104000,Mun,,,2nd,,"  14,435 ",,
1401105000,Buguias,141105000,Mun,,,1st,,"  44,877 ",,
1401106000,Itogon,141106000,Mun,,,1st,,"  61,498 ",,
1401107000,Kabayan,141107000,Mun,,,3rd,,"  15,806 ",,
1401108000,Kapangan,141108000,Mun,,,3rd,,"  19,297 ",,
1401109000,Kibungan,141109000,Mun,,,3rd,,"  17,051 ",,
1401110000,La Trinidad ,141110000,Mun,,,1st,,"  137,404 ",,Capital
1401111000,Mankayan,141111000,Mun,,,2nd*,,"  37,233 ",,
1401112000,Sablan,141112000,Mun,,,4th,,"  11,588 ",,
1401113000,Tuba,141113000,Mun,,,1st,,"  48,312 ",,
1401114000,Tublay,141114000,Mun,,,4th,,"  19,429 ",,
1402700000,Ifugao,142700000,Prov,,,2nd,,"  207,498 ",,
1402701000,Banaue,142701000,Mun,,,3rd,,"  20,652 ",,
1402702000,Hungduan,142702000,Mun,,,3rd,,"  8,866 ",,
1402703000,Kiangan,142703000,Mun,,,3rd,,"  17,691 ",,
1402704000,Lagawe ,142704000,Mun,,,3rd,,"  18,876 ",,Capital
1402705000,Lamut,142705000,Mun,,,2nd,,"  26,235 ",,
1402706000,Mayoyao,142706000,Mun,,,3rd,,"  15,621 ",,
1402707000,Alfonso Lista,142707000,Mun,Potia,,1st,,"  34,061 ",,
1402708000,Aguinaldo,142708000,Mun,,,1st,,"  21,128 ",,
1402709000,Hingyon,142709000,Mun,,,5th,,"  9,930 ",,
1402710000,Tinoc,142710000,Mun,,,3rd,,"  18,475 ",,
1402711000,Asipulo,142711000,Mun,,,4th,,"  15,963 ",,
1403200000,Kalinga,143200000,Prov,,,2nd,,"  229,570 ",,
1403201000,Balbalan,143201000,Mun,,,1st,,"  12,914 ",,
1403206000,Lubuagan,143206000,Mun,,,4th,,"  9,323 ",,
1403208000,Pasil,143208000,Mun,,,4th,,"  10,577 ",,
1403209000,Pinukpuk,143209000,Mun,,,1st,,"  34,275 ",,
1403211000,Rizal,143211000,Mun,Liwan,,3rd,,"  19,554 ",,
1403213000,City of Tabuk ,143213000,City,,CC,1st,,"  121,033 ",,Capital
1403214000,Tanudan,143214000,Mun,,,3rd,,"  8,746 ",,
1403215000,Tinglayan,143215000,Mun,,,3rd,,"  13,148 ",,
1404400000,Mountain Province,144400000,Prov,,,2nd,,"  158,200 ",,
1404401000,Barlig,144401000,Mun,,,4th,,"  4,796 ",,
1404402000,Bauko,144402000,Mun,,,2nd,,"  32,021 ",,
1404403000,Besao,144403000,Mun,,,4th,,"  6,873 ",,
1404404000,Bontoc ,144404000,Mun,,,1st,,"  24,104 ",,Capital
1404405000,Natonin,144405000,Mun,,,3rd,,"  10,339 ",,
1404406000,Paracelis,144406000,Mun,,,1st,,"  31,168 ",,
1404407000,Sabangan,144407000,Mun,,,4th,,"  9,621 ",,
1404408000,Sadanga,144408000,Mun,,,5th,,"  8,427 ",,
1404409000,Sagada,144409000,Mun,,,4th,,"  11,510 ",,
1404410000,Tadian,144410000,Mun,,,3rd,,"  19,341 ",,
1408100000,Apayao,148100000,Prov,,,2nd,,"  124,366 ",,
1408101000,Calanasan,148101000,Mun,Bayag,,1st,,"  12,550 ",,
1408102000,Conner,148102000,Mun,,,1st,,"  27,552 ",,
1408103000,Flora,148103000,Mun,,,2nd,,"  17,944 ",,
1408104000,Kabugao ,148104000,Mun,,,1st,,"  16,215 ",,Capital
1408105000,Luna,148105000,Mun,,,1st,,"  21,297 ",,
1408106000,Pudtol,148106000,Mun,,,2nd,,"  15,491 ",,
1408107000,Santa Marcela,148107000,Mun,,,4th,,"  13,317 ",,
1430300000,City of Baguio,141102000,City,,HUC,1st,,"  366,358 ",,
0100000000,Region I (Ilocos Region),010000000,Reg,,,,,"  5,301,139 ",,
0102800000,Ilocos Norte,012800000,Prov,,,1st,,"  609,588 ",,
0102801000,Adams,012801000,Mun,,,4th,,"  2,189 ",,
0102802000,Bacarra,012802000,Mun,,,2nd,,"  33,496 ",,
0102803000,Badoc,012803000,Mun,,,1st,,"  32,530 ",,
0102804000,Bangui,012804000,Mun,,,2nd,,"  15,019 ",,
0102805000,City of Batac,012805000,City,,CC,3rd,,"  55,484 ",,
0102806000,Burgos,012806000,Mun,,,3rd,,"  10,759 ",,
0102807000,Carasi,012807000,Mun,,,5th,,"  1,607 ",,
0102808000,Currimao,012808000,Mun,,,3rd,,"  12,215 ",,
0102809000,Dingras,012809000,Mun,,,1st,,"  40,127 ",,
0102810000,Dumalneg,012810000,Mun,,,4th,,"  3,087 ",,
0102811000,Banna,012811000,Mun,Espiritu,,1st,,"  19,297 ",,
0102812000,City of Laoag ,012812000,City,,CC,3rd,,"  111,651 ",,Capital
0102813000,Marcos,012813000,Mun,,,2nd,,"  18,010 ",,
0102814000,Nueva Era,012814000,Mun,,,1st,,"  11,968 ",,
0102815000,Pagudpud,012815000,Mun,,,1st,,"  25,098 ",,
0102816000,Paoay,012816000,Mun,,,2nd,,"  25,001 ",,
0102817000,Pasuquin,012817000,Mun,,,1st,,"  29,678 ",,
0102818000,Piddig,012818000,Mun,,,1st,,"  22,475 ",,
0102819000,Pinili,012819000,Mun,,,1st,,"  17,626 ",,
0102820000,San Nicolas,012820000,Mun,,,1st,,"  38,895 ",,
0102821000,Sarrat,012821000,Mun,,,2nd,,"  25,186 ",,
0102822000,Solsona,012822000,Mun,,,2nd,,"  24,851 ",,
0102823000,Vintar,012823000,Mun,,,1st,,"  33,339 ",,
0102900000,Ilocos Sur,012900000,Prov,,,1st,,"  706,009 ",,
0102901000,Alilem,012901000,Mun,,,1st,,"  7,361 ",,
0102902000,Banayoyo,012902000,Mun,,,1st,,"  7,931 ",,
0102903000,Bantay,012903000,Mun,,,1st,,"  37,118 ",,
0102904000,Burgos,012904000,Mun,,,1st,,"  12,793 ",,
0102905000,Cabugao,012905000,Mun,,,1st,,"  38,884 ",,
0102906000,City of Candon,012906000,City,,CC,1st,,"  61,432 ",,
0102907000,Caoayan,012907000,Mun,,,2nd,,"  19,574 ",,
0102908000,Cervantes,012908000,Mun,,,1st,,"  19,449 ",,
0102909000,Galimuyod,012909000,Mun,,,1st,,"  10,244 ",,
0102910000,Gregorio del Pilar,012910000,Mun,Concepcion,,1st,,"  4,472 ",,
0102911000,Lidlidda,012911000,Mun,,,1st,,"  4,705 ",,
0102912000,Magsingal,012912000,Mun,,,1st,,"  31,308 ",,
0102913000,Nagbukel,012913000,Mun,,,1st,,"  5,465 ",,
0102914000,Narvacan,012914000,Mun,,,1st,,"  46,234 ",,
0102915000,Quirino,012915000,Mun,Angkaki,,1st,,"  9,306 ",,
0102916000,Salcedo,012916000,Mun,Baugen,,1st,,"  11,110 ",,
0102917000,San Emilio,012917000,Mun,,,1st,,"  7,206 ",,
0102918000,San Esteban,012918000,Mun,,,1st,,"  8,381 ",,
0102919000,San Ildefonso,012919000,Mun,,,2nd,,"  8,190 ",,
0102920000,San Juan,012920000,Mun,Lapog,,1st,,"  26,674 ",,
0102921000,San Vicente,012921000,Mun,,,3rd,,"  13,118 ",,
0102922000,Santa,012922000,Mun,,,2nd,,"  14,992 ",,
0102923000,Santa Catalina,012923000,Mun,,,2nd,,"  14,493 ",,
0102924000,Santa Cruz,012924000,Mun,,,1st,,"  41,366 ",,
0102925000,Santa Lucia,012925000,Mun,,,1st,,"  25,966 ",,
0102926000,Santa Maria,012926000,Mun,,,1st,,"  30,006 ",,
0102927000,Santiago,012927000,Mun,,,1st,,"  19,471 ",,
0102928000,Santo Domingo,012928000,Mun,,,1st,,"  29,041 ",,
0102929000,Sigay,012929000,Mun,,,1st,,"  2,552 ",,
0102930000,Sinait,012930000,Mun,,,1st,,"  25,998 ",,
0102931000,Sugpon,012931000,Mun,,,3rd,,"  4,930 ",,
0102932000,Suyo,012932000,Mun,,,1st,,"  10,766 ",,
0102933000,Tagudin,012933000,Mun,,,1st,,"  41,538 ",,
0102934000,City of Vigan ,012934000,City,,CC,4th,,"  53,935 ",,Capital
0103300000,La Union,013300000,Prov,,,1st,,"  822,352 ",,
0103301000,Agoo,013301000,Mun,,,1st,,"  66,028 ",,
0103302000,Aringay,013302000,Mun,,,1st,,"  50,380 ",,
0103303000,Bacnotan,013303000,Mun,,,1st,,"  44,388 ",,
0103304000,Bagulin,013304000,Mun,,,4th,,"  14,428 ",,
0103305000,Balaoan,013305000,Mun,,,1st,,"  40,339 ",,
0103306000,Bangar,013306000,Mun,,,1st,,"  38,041 ",,
0103307000,Bauang,013307000,Mun,,,1st,,"  78,449 ",,
0103308000,Burgos,013308000,Mun,,,4th,,"  9,006 ",,
0103309000,Caba,013309000,Mun,,,1st,,"  23,119 ",,
0103310000,Luna,013310000,Mun,,,2nd,,"  37,318 ",,
0103311000,Naguilian,013311000,Mun,,,1st,,"  52,189 ",,
0103312000,Pugo,013312000,Mun,,,3rd,,"  19,337 ",,
0103313000,Rosario,013313000,Mun,,,1st,,"  60,278 ",,
0103314000,City of San Fernando ,013314000,City,,CC,2nd,,"  125,640 ",,Capital
0103315000,San Gabriel,013315000,Mun,,,3rd,,"  18,943 ",,
0103316000,San Juan,013316000,Mun,,,1st,,"  40,507 ",,
0103317000,Santo Tomas,013317000,Mun,,,1st,,"  40,846 ",,
0103318000,Santol,013318000,Mun,,,1st,,"  14,166 ",,
0103319000,Sudipen,013319000,Mun,,,1st,,"  17,187 ",,
0103320000,Tubao,013320000,Mun,,,2nd,,"  31,763 ",,
0105500000,Pangasinan,015500000,Prov,,,1st,,"  3,163,190 ",,
0105501000,Agno,015501000,Mun,,,2nd,,"  29,947 ",,
0105502000,Aguilar,015502000,Mun,,,1st,,"  45,100 ",,
0105503000,City of Alaminos,015503000,City,,CC,3rd,,"  99,397 ",,
0105504000,Alcala,015504000,Mun,,,1st,,"  48,908 ",,
0105505000,Anda,015505000,Mun,,,2nd,,"  41,548 ",,
0105506000,Asingan,015506000,Mun,,,1st,,"  57,811 ",,
0105507000,Balungao,015507000,Mun,,,1st,,"  30,004 ",,
0105508000,Bani,015508000,Mun,,,1st,,"  52,603 ",,
0105509000,Basista,015509000,Mun,,,3rd,,"  37,679 ",,
0105510000,Bautista,015510000,Mun,,,3rd,,"  35,398 ",,
0105511000,Bayambang,015511000,Mun,,,1st,,"  129,011 ",,
0105512000,Binalonan,015512000,Mun,,,1st,,"  56,382 ",,
0105513000,Binmaley,015513000,Mun,,,1st,,"  86,881 ",,
0105514000,Bolinao,015514000,Mun,,,1st,,"  83,979 ",,
0105515000,Bugallon,015515000,Mun,,,1st,,"  74,962 ",,
0105516000,Burgos,015516000,Mun,,,3rd,,"  23,749 ",,
0105517000,Calasiao,015517000,Mun,,,1st,,"  100,471 ",,
0105518000,City of Dagupan,015518000,City,,ICC,2nd,,"  174,302 ",,
0105519000,Dasol,015519000,Mun,,,2nd,,"  31,355 ",,
0105520000,Infanta,015520000,Mun,,,2nd,,"  26,242 ",,
0105521000,Labrador,015521000,Mun,,,3rd,,"  26,811 ",,
0105522000,Lingayen ,015522000,Mun,,,1st,,"  107,728 ",,Capital
0105523000,Mabini,015523000,Mun,,,2nd,,"  26,454 ",,
0105524000,Malasiqui,015524000,Mun,,,1st,,"  143,094 ",,
0105525000,Manaoag,015525000,Mun,,,1st,,"  76,045 ",,
0105526000,Mangaldan,015526000,Mun,,,1st,,"  113,185 ",,
0105527000,Mangatarem,015527000,Mun,,,1st,,"  79,323 ",,
0105528000,Mapandan,015528000,Mun,,,3rd,,"  38,058 ",,
0105529000,Natividad,015529000,Mun,,,3rd,,"  25,771 ",,
0105530000,Pozorrubio,015530000,Mun,,,1st,,"  74,729 ",,
0105531000,Rosales,015531000,Mun,,,1st,,"  66,711 ",,
0105532000,City of San Carlos,015532000,City,,CC,2nd,,"  205,424 ",,
0105533000,San Fabian,015533000,Mun,,,1st,,"  87,428 ",,
0105534000,San Jacinto,015534000,Mun,,,1st,,"  44,351 ",,
0105535000,San Manuel,015535000,Mun,,,1st,,"  54,271 ",,
0105536000,San Nicolas,015536000,Mun,,,1st,,"  39,778 ",,
0105537000,San Quintin,015537000,Mun,,,2nd,,"  33,980 ",,
0105538000,Santa Barbara,015538000,Mun,,,1st,,"  92,187 ",,
0105539000,Santa Maria,015539000,Mun,,,2nd,,"  34,220 ",,
0105540000,Santo Tomas,015540000,Mun,,,4th,,"  14,878 ",,
0105541000,Sison,015541000,Mun,,,1st,,"  52,320 ",,
0105542000,Sual,015542000,Mun,,,1st,,"  39,091 ",,
0105543000,Tayug,015543000,Mun,,,1st,,"  45,241 ",,
0105544000,Umingan,015544000,Mun,,,1st,,"  77,074 ",,
0105545000,Urbiztondo,015545000,Mun,,,1st,,"  55,557 ",,
0105546000,City of Urdaneta,015546000,City,,CC,1st,,"  144,577 ",,
0105547000,Villasis,015547000,Mun,,,1st,,"  65,047 ",,
0105548000,Laoac,015548000,Mun,,,2nd,,"  34,128 ",,
0200000000,Region II (Cagayan Valley),020000000,Reg,,,,,"  3,685,744 ",,
0200900000,Batanes,020900000,Prov,,,4th,,"  18,831 ",,
0200901000,Basco ,020901000,Mun,,,4th,,"  9,517 ",,Capital
0200902000,Itbayat,020902000,Mun,,,5th,,"  3,128 ",,
0200903000,Ivana,020903000,Mun,,,5th,,"  1,407 ",,
0200904000,Mahatao,020904000,Mun,,,5th,,"  1,703 ",,
0200905000,Sabtang,020905000,Mun,,,5th,,"  1,696 ",,
0200906000,Uyugan,020906000,Mun,,,5th,,"  1,380 ",,
0201500000,Cagayan,021500000,Prov,,,1st,,"  1,268,603 ",,
0201501000,Abulug,021501000,Mun,,,2nd,,"  34,579 ",,
0201502000,Alcala,021502000,Mun,,,1st,,"  41,295 ",,
0201503000,Allacapan,021503000,Mun,,,1st,,"  35,234 ",,
0201504000,Amulung,021504000,Mun,,,1st,,"  50,336 ",,
0201505000,Aparri,021505000,Mun,,,1st,,"  68,839 ",,
0201506000,Baggao,021506000,Mun,,,1st,,"  87,753 ",,
0201507000,Ballesteros,021507000,Mun,,,2nd,,"  34,488 ",,
0201508000,Buguey,021508000,Mun,,,2nd,,"  32,148 ",,
0201509000,Calayan,021509000,Mun,,,1st,,"  17,410 ",,
0201510000,Camalaniugan,021510000,Mun,,,3rd,,"  25,236 ",,
0201511000,Claveria,021511000,Mun,,,2nd,,"  31,900 ",,
0201512000,Enrile,021512000,Mun,,,1st,,"  36,705 ",,
0201513000,Gattaran,021513000,Mun,,,1st,,"  58,874 ",,
0201514000,Gonzaga,021514000,Mun,,,1st,,"  41,680 ",,
0201515000,Iguig,021515000,Mun,,,2nd,,"  30,060 ",,
0201516000,Lal-Lo,021516000,Mun,,,1st,,"  48,733 ",,
0201517000,Lasam,021517000,Mun,,,1st,,"  41,225 ",,
0201518000,Pamplona,021518000,Mun,,,3rd,,"  24,781 ",,
0201519000,Peñablanca,021519000,Mun,,,1st,,"  50,300 ",,
0201520000,Piat,021520000,Mun,,,3rd,,"  24,805 ",,
0201521000,Rizal,021521000,Mun,,,4th,,"  19,077 ",,
0201522000,Sanchez-Mira,021522000,Mun,,,2nd,,"  26,164 ",,
0201523000,Santa Ana,021523000,Mun,,,1st,,"  35,688 ",,
0201524000,Santa Praxedes,021524000,Mun,,,5th,,"  4,434 ",,
0201525000,Santa Teresita,021525000,Mun,,,3rd,,"  19,573 ",,
0201526000,Santo Niño,021526000,Mun,Faire,,1st,,"  28,537 ",,
0201527000,Solana,021527000,Mun,,,1st,,"  88,445 ",,
0201528000,Tuao,021528000,Mun,,,1st,,"  63,970 ",,
0201529000,Tuguegarao City ,021529000,City,,CC,2nd,,"  166,334 ",,Capital
0203100000,Isabela,023100000,Prov,,,1st,,"  1,697,050 ",,
0203101000,Alicia,023101000,Mun,,,1st,,"  73,874 ",,
0203102000,Angadanan,023102000,Mun,,,1st,,"  44,977 ",,
0203103000,Aurora,023103000,Mun,,,1st,,"  36,621 ",,
0203104000,Benito Soliven,023104000,Mun,,,2nd,,"  29,752 ",,
0203105000,Burgos,023105000,Mun,,,3rd,,"  26,040 ",,
0203106000,Cabagan,023106000,Mun,,,1st,,"  53,897 ",,
0203107000,Cabatuan,023107000,Mun,,,1st,,"  39,990 ",,
0203108000,City of Cauayan,023108000,City,,CC,2nd,,"  143,403 ",,
0203109000,Cordon,023109000,Mun,,,1st,,"  46,477 ",,
0203110000,Dinapigue,023110000,Mun,,,1st,,"  5,821 ",,
0203111000,Divilacan,023111000,Mun,,,1st,,"  5,827 ",,
0203112000,Echague,023112000,Mun,,,1st,,"  88,410 ",,
0203113000,Gamu,023113000,Mun,,,2nd,,"  30,655 ",,
0203114000,City of Ilagan ,023114000,City,,CC,1st,,"  158,218 ",,Capital
0203115000,Jones,023115000,Mun,,,1st,,"  45,628 ",,
0203116000,Luna,023116000,Mun,,,1st,,"  20,697 ",,
0203117000,Maconacon,023117000,Mun,,,2nd,,"  3,977 ",,
0203118000,Delfin Albano,023118000,Mun,Magsaysay,,1st,,"  29,928 ",,
0203119000,Mallig,023119000,Mun,,,1st,,"  32,208 ",,
0203120000,Naguilian,023120000,Mun,,,1st,,"  33,788 ",,
0203121000,Palanan,023121000,Mun,,,1st,,"  17,684 ",,
0203122000,Quezon,023122000,Mun,,,1st,,"  27,037 ",,
0203123000,Quirino,023123000,Mun,,,1st,,"  25,023 ",,
0203124000,Ramon,023124000,Mun,,,1st,,"  56,523 ",,
0203125000,Reina Mercedes,023125000,Mun,,,1st,,"  27,900 ",,
0203126000,Roxas,023126000,Mun,,,1st,,"  65,839 ",,
0203127000,San Agustin,023127000,Mun,,,2nd,,"  22,096 ",,
0203128000,San Guillermo,023128000,Mun,,,2nd,,"  20,915 ",,
0203129000,San Isidro,023129000,Mun,,,3rd,,"  27,044 ",,
0203130000,San Manuel,023130000,Mun,,,2nd,,"  34,085 ",,
0203131000,San Mariano,023131000,Mun,,,1st,,"  60,124 ",,
0203132000,San Mateo,023132000,Mun,,,1st,,"  66,663 ",,
0203133000,San Pablo,023133000,Mun,,,1st,,"  26,320 ",,
0203134000,Santa Maria,023134000,Mun,,,3rd,,"  25,758 ",,
0203135000,City of Santiago,023135000,City,,ICC,1st,,"  148,580 ",,
0203136000,Santo Tomas,023136000,Mun,,,3rd,,"  24,528 ",,
0203137000,Tumauini,023137000,Mun,,,1st,,"  70,743 ",,
0205000000,Nueva Vizcaya,025000000,Prov,,,1st,,"  497,432 ",,
0205001000,Ambaguio,025001000,Mun,,,4th,,"  15,472 ",,
0205002000,Aritao,025002000,Mun,,,1st,,"  42,197 ",,
0205003000,Bagabag,025003000,Mun,,,1st,,"  37,985 ",,
0205004000,Bambang,025004000,Mun,,,1st,,"  55,789 ",,
0205005000,Bayombong ,025005000,Mun,,,1st,,"  67,714 ",,Capital
0205006000,Diadi,025006000,Mun,,,3rd,,"  19,236 ",,
0205007000,Dupax del Norte,025007000,Mun,,,1st,,"  33,295 ",,
0205008000,Dupax del Sur,025008000,Mun,,,1st,,"  21,224 ",,
0205009000,Kasibu,025009000,Mun,,,1st,,"  41,776 ",,
0205010000,Kayapa,025010000,Mun,,,1st,,"  26,469 ",,
0205011000,Quezon,025011000,Mun,,,1st,,"  24,055 ",,
0205012000,Santa Fe,025012000,Mun,,,2nd,,"  18,276 ",,
0205013000,Solano,025013000,Mun,,,1st,,"  65,287 ",,
0205014000,Villaverde,025014000,Mun,,,4th,,"  20,118 ",,
0205015000,Alfonso Castaneda,025015000,Mun,,,2nd*,,"  8,539 ",,
0205700000,Quirino,025700000,Prov,,,1st,,"  203,828 ",,
0205701000,Aglipay,025701000,Mun,,,2nd,,"  30,714 ",,
0205702000,Cabarroguis ,025702000,Mun,,,1st,,"  33,533 ",,Capital
0205703000,Diffun,025703000,Mun,,,1st,,"  56,102 ",,
0205704000,Maddela,025704000,Mun,,,1st,,"  40,943 ",,
0205705000,Saguday,025705000,Mun,,,4th,,"  17,137 ",,
0205706000,Nagtipunan,025706000,Mun,,,1st,,"  25,399 ",,
0300000000,Region III (Central Luzon),030000000,Reg,,,,,"  12,422,172 ",,
0300800000,Bataan,030800000,Prov,,,1st,,"  853,373 ",,
0300801000,Abucay,030801000,Mun,,,2nd,,"  42,984 ",,
0300802000,Bagac,030802000,Mun,,,2nd,,"  31,365 ",,
0300803000,City of Balanga ,030803000,City,,CC,2nd,,"  104,173 ",,Capital
0300804000,Dinalupihan,030804000,Mun,,,1st,,"  118,209 ",,
0300805000,Hermosa,030805000,Mun,,,1st,,"  77,443 ",,
0300806000,Limay,030806000,Mun,,,1st,,"  78,272 ",,
0300807000,Mariveles,030807000,Mun,,,1st,,"  149,879 ",,
0300808000,Morong,030808000,Mun,,,1st,,"  35,394 ",,
0300809000,Orani,030809000,Mun,,,1st,,"  70,342 ",,
0300810000,Orion,030810000,Mun,,,1st,,"  60,771 ",,
0300811000,Pilar,030811000,Mun,,,2nd,,"  46,239 ",,
0300812000,Samal,030812000,Mun,,,2nd,,"  38,302 ",,
0301400000,Bulacan,031400000,Prov,,,1st,,"  3,708,890 ",,
0301401000,Angat,031401000,Mun,,,1st,,"  65,617 ",,
0301402000,Balagtas,031402000,Mun,Bigaa,,1st,,"  77,018 ",,
0301403000,City of Baliwag,031403000,City,,CC,3rd,,"  168,470 ",,
0301404000,Bocaue,031404000,Mun,,,1st,,"  141,412 ",,
0301405000,Bulacan,031405000,Mun,,,1st,,"  81,232 ",,
0301406000,Bustos,031406000,Mun,,,1st,,"  77,199 ",,
0301407000,Calumpit,031407000,Mun,,,1st,,"  118,471 ",,
0301408000,Guiguinto,031408000,Mun,,,1st,,"  113,415 ",,
0301409000,Hagonoy,031409000,Mun,,,1st,,"  133,448 ",,
0301410000,City of Malolos ,031410000,City,,CC,1st,,"  261,189 ",,Capital
0301411000,Marilao,031411000,Mun,,,1st,,"  254,453 ",,
0301412000,City of Meycauayan,031412000,City,,CC,1st,,"  225,673 ",,
0301413000,Norzagaray,031413000,Mun,,,1st,,"  136,064 ",,
0301414000,Obando,031414000,Mun,,,1st,,"  59,978 ",,
0301415000,Pandi,031415000,Mun,,,1st,,"  155,115 ",,
0301416000,Paombong,031416000,Mun,,,2nd,,"  55,696 ",,
0301417000,Plaridel,031417000,Mun,,,1st,,"  114,432 ",,
0301418000,Pulilan,031418000,Mun,,,1st,,"  108,836 ",,
0301419000,San Ildefonso,031419000,Mun,,,1st,,"  115,713 ",,
0301420000,City of San Jose Del Monte,031420000,City,,CC,1st,,"  651,813 ",,
0301421000,San Miguel,031421000,Mun,,,1st,,"  172,073 ",,
0301422000,San Rafael,031422000,Mun,,,1st,,"  103,097 ",,
0301423000,Santa Maria,031423000,Mun,,,1st,,"  289,820 ",,
0301424000,Doña Remedios Trinidad,031424000,Mun,,,1st,,"  28,656 ",,
0304900000,Nueva Ecija,034900000,Prov,,,1st,,"  2,310,134 ",,
0304901000,Aliaga,034901000,Mun,,,1st,,"  70,363 ",,
0304902000,Bongabon,034902000,Mun,,,1st,,"  66,839 ",,
0304903000,City of Cabanatuan,034903000,City,,CC,1st,,"  327,325 ",,
0304904000,Cabiao,034904000,Mun,,,1st,,"  85,862 ",,
